uniprot_id,data_split
B0LPN4,train/val
E9Q401,train/val
P33032,train/val
O43895,train/val
P00736,train/val
P15104,train/val
P97583,train/val
P08164,train/val
O94768,train/val
P00469,train/val
P00579,train/val
Q12851,train/val
Q61161,train/val
Q12866,train/val
Q13310,train/val
Q13470,train/val
Q13489,train/val
Q5AJ71,train/val
P29465,train/val
P27448,train/val
P48281,train/val
P13053,train/val
Q15465,train/val
Q15466,train/val
Q15569,train/val
P36906,train/val
P30656,train/val
Q5TC84,train/val
Q8MI13,train/val
P79400,train/val
P28221,train/val
P01042,train/val
O00400,train/val
P0A9P4,train/val
A4D1B5,train/val
P13100,train/val
P0C559,train/val
A0QNE0,train/val
Q95V25,train/val
P00778,train/val
Q8TDV0,train/val
Q9UNW8,train/val
P51532,train/val
Q12830,train/val
Q9NPI1,train/val
P42512,train/val
Q5U9J1,train/val
A0A0C7ACN7,train/val
Q76270,train/val
O40239,train/val
P03378,train/val
P35961,train/val
P19550,train/val
Q9IP65,train/val
P69332,train/val
W5VNF7,train/val
P21453,train/val
O08530,train/val
P48303,train/val
H9EUW9,train/val
X5EH84,train/val
Q9H792,train/val
P30044,train/val
Q6ZQW0,train/val
P38169,train/val
P31748,train/val
P47196,train/val
P31750,train/val
Q01314,train/val
P31749,train/val
Q3B7M2,train/val
Q6P2M8,train/val
Q8ND76,train/val
P36895,train/val
P36894,train/val
Q8KHJ3,train/val
Q93EK7,train/val
Q8X225,train/val
P81123,train/val
P49674,train/val
Q9JMK2,train/val
P48730,train/val
Q06486,train/val
Q9DC28,train/val
M3VH47,train/val
P35342,train/val
Q0VC81,train/val
Q548M5,train/val
Q8G9Q0,train/val
Q3SAW3,train/val
Q9ZFE4,train/val
Q9HWG3,train/val
P27471,train/val
Q63088,train/val
P51608,train/val
Q6TGC4,train/val
Q9NXS2,train/val
P0A752,train/val
P24740,train/val
Q9BSW2,train/val
Q8VBX1,train/val
Q9WVG5,train/val
P07147,train/val
Q495T6,train/val
Q9JL18,train/val
Q6IE75,train/val
Q9L4Q3,train/val
O59791,train/val
P27596,train/val
P55201,train/val
Q8TAF3,train/val
P08176,train/val
P16311,train/val
P35638,train/val
Q95XG9,train/val
Q19564,train/val
O45307,train/val
O01739,train/val
Q9NS86,train/val
P62753,train/val
O55040,train/val
Q8BZ39,train/val
O43598,train/val
P24855,train/val
Q9WUT3,train/val
Q15349,train/val
P31513,train/val
P41222,train/val
P78381,train/val
Q9ULM3,train/val
Q92785,train/val
P29034,train/val
P33763,train/val
P06702,train/val
O95619,train/val
O15016,train/val
P52701,train/val
Q08050,train/val
Q13087,train/val
O93344,train/val
O94788,train/val
O95396,train/val
O95436,train/val
O95563,train/val
O95782,train/val
O95831,train/val
O95989,train/val
P01023,train/val
P01833,train/val
Q68CZ2,train/val
Q6DMN0,train/val
Q6IE26,train/val
Q6NS65,train/val
Q13304,train/val
Q09QM4,train/val
Q6NXG1,train/val
Q6PH85,train/val
Q6S4V9,train/val
Q6SA08,train/val
Q6UB35,train/val
P35125,train/val
P36956,train/val
P41227,train/val
P51784,train/val
P57113,train/val
Q03393,train/val
Q10567,train/val
Q15040,train/val
Q15475,train/val
O43156,train/val
P54751,train/val
Q6H8N0,train/val
P35237,train/val
P01889,train/val
Q14677,train/val
Q8WVX9,train/val
P53597,train/val
O88393,train/val
Q86V85,train/val
Q9Y2Z0,train/val
P02748,train/val
P02765,train/val
P04202,train/val
P01137,train/val
P17246,train/val
P04843,train/val
P06396,train/val
P06681,train/val
P06744,train/val
Q9N1E2,train/val
P08799,train/val
P09132,train/val
P09493,train/val
P06753,train/val
Q6XZF7,train/val
Q6YGZ1,train/val
Q6ZN17,train/val
Q71DI3,train/val
P84243,train/val
Q76NL8,train/val
Q7L9L4,train/val
Q7Z2W4,train/val
Q7Z628,train/val
Q7Z6Z7,train/val
Q28007,train/val
Q12882,train/val
Q3U1N2,train/val
Q12772,train/val
Q4VC05,train/val
Q5SWA1,train/val
Q5T2D3,train/val
Q5VV17,train/val
Q5VVQ6,train/val
Q5VVY1,train/val
Q5VW38,train/val
Q61176,train/val
P07824,train/val
Q693B1,train/val
A0A045ISB3,train/val
A0A0H3M0T0,train/val
I6WXK4,train/val
A0A0B7LH44,train/val
A0A173Z7B1,train/val
A0R5K5,train/val
A6H249,train/val
P09496,train/val
P09889,train/val
P09972,train/val
P0C1Q2,train/val
Q9HCR9,train/val
P10569,train/val
P11310,train/val
P12336,train/val
P12711,train/val
P28474,train/val
P11766,train/val
P13608,train/val
P13667,train/val
Q86X76,train/val
Q86YV9,train/val
Q8AYA1,train/val
Q8BWG9,train/val
Q96D31,train/val
Q5M848,train/val
Q8C165,train/val
Q8IUR0,train/val
Q6GQQ9,train/val
Q6IQ20,train/val
Q6PKC3,train/val
Q70EL2,train/val
Q7L8S5,train/val
Q8N6M0,train/val
Q8TAC2,train/val
Q920P6,train/val
P03958,train/val
Q96DC9,train/val
Q96FJ0,train/val
D3ZFJ0,train/val
P48736,train/val
Q9JHG7,train/val
D4ADR1,train/val
D5FGE8,train/val
D6WMX4,train/val
E9PU00,train/val
Q8NET8,train/val
Q8K424,train/val
Q4QYD9,train/val
E9QYP0,train/val
P13796,train/val
P16551,train/val
P16989,train/val
P17081,train/val
P17844,train/val
P18206,train/val
P19024,train/val
Q61762,train/val
P19338,train/val
P19532,train/val
Q8IVT2,train/val
Q8IWE4,train/val
Q8IXQ6,train/val
Q8IZ83,train/val
Q8K4R8,train/val
Q80SU6,train/val
Q8MJW8,train/val
P51679,train/val
Q8N130,train/val
Q8N573,train/val
Q8N5C8,train/val
Q96JH7,train/val
Q96KN8,train/val
Q99807,train/val
Q9BQE9,train/val
Q9EQ16,train/val
Q9GZZ1,train/val
Q9H3M9,train/val
Q9H7X0,train/val
Q9NPP4,train/val
Q9NQC7,train/val
Q9NRA2,train/val
Q9NWW9,train/val
F8V479,train/val
P43220,train/val
O35659,train/val
P32301,train/val
G1C7A4,train/val
G5EB00,train/val
H9FL65,train/val
P41145,train/val
P33534,train/val
P34975,train/val
P41144,train/val
Q2KIP6,train/val
H9YX08,train/val
P51684,train/val
I1U3K2,train/val
K9N7C7,train/val
P02764,train/val
P19823,train/val
P21291,train/val
P21796,train/val
P23471,train/val
P24534,train/val
P26038,train/val
P26583,train/val
P26641,train/val
P27463,train/val
P29033,train/val
P29692,train/val
P30041,train/val
P30048,train/val
P32038,train/val
Q8NF37,train/val
Q8TC07,train/val
Q8TF66,train/val
Q8WUH6,train/val
Q8WUM9,train/val
Q91VE3,train/val
Q91VJ1,train/val
Q91XP5,train/val
P24524,train/val
O75311,train/val
P28857,train/val
P24433,train/val
Q59487,train/val
P41597,train/val
Q96RI0,train/val
P04233,train/val
P00888,train/val
P00883,train/val
P04075,train/val
P00489,train/val
P11217,train/val
P09812,train/val
O97467,train/val
O95822,train/val
O60725,train/val
Q9WVM4,train/val
O42275,train/val
P32247,train/val
P13726,train/val
A3KMY8,train/val
P0A6L2,train/val
P11440,train/val
P06493,train/val
P20852,train/val
P43114,train/val
P32240,train/val
P48748,train/val
P61431,train/val
P90584,train/val
Q15759,train/val
Q9WUI1,train/val
Q16773,train/val
Q8ST54,train/val
Q2TXB7,train/val
Q27744,train/val
P0CP75,train/val
P49327,train/val
Q6XCE7,train/val
Q9R1K6,train/val
Q9UPC5,train/val
A6I415,train/val
Q3ZAV1,train/val
P09367,train/val
Q9R168,train/val
Q8N474,train/val
Q8C4U3,train/val
Q64666,train/val
P29598,train/val
P22985,train/val
Q00519,train/val
P47989,train/val
Q9BVS4,train/val
Q9FUJ3,train/val
O60341,train/val
Q6ZQ88,train/val
C3SWJ7,train/val
P0A884,train/val
Q6B0I6,train/val
O42779,train/val
Q95214,train/val
P35610,train/val
O77760,train/val
P56945,train/val
O04417,train/val
Q62761,train/val
Q8BTH8,train/val
Q9HCP0,train/val
P08104,train/val
Q9NY46,train/val
Q9Y6K9,train/val
O77078,train/val
P08683,train/val
O34483,train/val
P05412,train/val
P17325,train/val
P05627,train/val
P03956,train/val
Q13873,train/val
O00763,train/val
Q60631,train/val
P62993,train/val
P52844,train/val
P52655,train/val
Q9UP65,train/val
P00338,train/val
P19858,train/val
P04642,train/val
P13491,train/val
P06151,train/val
V9HWB9,train/val
Q931S2,train/val
P0C1U9,train/val
P08191,train/val
P06583,train/val
P05026,train/val
P05027,train/val
P07340,train/val
P25910,train/val
P0A091,train/val
Q6PHR2,train/val
Q3U3Q1,train/val
Q6PIU2,train/val
Q9Y5L3,train/val
Q9Y5R2,train/val
P36537,train/val
O75310,train/val
Q9BY64,train/val
Q9D379,train/val
P07687,train/val
P28776,train/val
P12236,train/val
P05141,train/val
P49585,train/val
Q9NQS5,train/val
Q8IYL9,train/val
Q9JXV4,train/val
Q02388,train/val
O60716,train/val
Q9Y5X1,train/val
Q63HK3,train/val
Q9P0L0,train/val
Q92552,train/val
Q5SRE5,train/val
P35241,train/val
A6NHL2,train/val
P61158,train/val
Q58FF8,train/val
Q9Y336,train/val
P63241,train/val
P50583,train/val
Q5U3Y7,train/val
Q8VD00,train/val
Q8TB45,train/val
Q9NYY1,train/val
Q13057,train/val
P30086,train/val
O00425,train/val
Q9UJZ1,train/val
O95393,train/val
Q8IWU2,train/val
Q9HC07,train/val
Q9HDC9,train/val
Q9H3Z4,train/val
Q9Y6I8,train/val
O43837,train/val
Q9BZE1,train/val
O75083,train/val
Q5T280,train/val
Q9HD45,train/val
Q9GZR7,train/val
Q9BPX5,train/val
Q14699,train/val
Q92900,train/val
P61009,train/val
P51159,train/val
P20340,train/val
Q9NTK5,train/val
O60313,train/val
O00264,train/val
Q709F0,train/val
Q9DAR7,train/val
P9WPS0,train/val
P9WPS1,train/val
Q5TIX5,train/val
Q06330,train/val
O06832,train/val
B3DH72,train/val
Q9UKK9,train/val
Q5MIZ7,train/val
Q30155,train/val
Q6TEK4,train/val
P68036,train/val
P42582,train/val
O35767,train/val
Q8BHY3,train/val
Q99J95,train/val
P50750,train/val
P51965,train/val
Q9NX63,train/val
Q9H9A5,train/val
Q16820,train/val
Q9Y3C4,train/val
Q9BTW9,train/val
Q96DG6,train/val
Q9BRY0,train/val
Q14166,train/val
P61960,train/val
A0A8I5ZQK1,train/val
Q9Y2T5,train/val
P0C5J4,train/val
P18085,train/val
P84085,train/val
P16401,train/val
P12814,train/val
P12074,train/val
P00846,train/val
Q15070,train/val
Q9NWQ8,train/val
Q8C129,train/val
P97629,train/val
G3V909,train/val
P04545,train/val
P03421,train/val
Q8IL04,train/val
P45446,train/val
Q92753,train/val
B3Y652,train/val
Q9NYK1,train/val
B3Y659,train/val
Q9NR97,train/val
Q14258,train/val
P78371,train/val
Q4R6F8,train/val
P50991,train/val
Q08945,train/val
Q96I24,train/val
Q08379,train/val
Q12768,train/val
P39877,train/val
P05652,train/val
P04825,train/val
O14975,train/val
Q99250,train/val
P04775,train/val
Q95PM0,train/val
P20265,train/val
Q99685,train/val
P15038,train/val
O02666,train/val
O95263,train/val
G5EBR3,train/val
Q9H7Z7,train/val
P0AD70,train/val
P46925,train/val
P49366,train/val
Q6AY53,train/val
P64147,train/val
P64145,train/val
P64146,train/val
P56740,train/val
Q15750,train/val
Q15831,train/val
Q15835,train/val
Q16611,train/val
P0C1P9,train/val
P0A953,train/val
P07752,train/val
P01024,train/val
Q94F81,train/val
P28593,train/val
Q6R5A3,train/val
Q9UM73,train/val
Q01650,train/val
Q9Z127,train/val
Q63016,train/val
Q9GZT4,train/val
Q9NTG7,train/val
Q8IXJ6,train/val
O75908,train/val
O77759,train/val
Q13477,train/val
Q91ZY1,train/val
Q9H2S1,train/val
P70604,train/val
P00803,train/val
P00735,train/val
P43428,train/val
Q9XZT6,train/val
Q15172,train/val
Q6P1M0,train/val
Q93088,train/val
Q9NS75,train/val
Q9FH76,train/val
Q9CQR7,train/val
Q9NZ42,train/val
P84058,train/val
P9WIA1,train/val
P9WQD7,train/val
P9WQD9,train/val
P61076,train/val
P57716,train/val
P04114,train/val
P35030,train/val
P16257,train/val
P50637,train/val
Q01717,train/val
P34981,train/val
P21761,train/val
Q8JZL2,train/val
P97639,train/val
Q99705,train/val
Q8MJ89,train/val
B6F061,train/val
P14900,train/val
P20702,train/val
P10443,train/val
P10482,train/val
O31211,train/val
P9WQN9,train/val
Q32MK0,train/val
P08603,train/val
P07872,train/val
O70536,train/val
Q61263,train/val
Q60457,train/val
P08709,train/val
P34158,train/val
P06453,train/val
P69447,train/val
P06451,train/val
P05435,train/val
P31853,train/val
P30573,train/val
Q3V4F7,train/val
Q3V4E6,train/val
Q3V4I7,train/val
Q4W6D0,train/val
Q8S3J0,train/val
A7XBP7,train/val
Q41768,train/val
Q41769,train/val
P00432,train/val
P04762,train/val
P04040,train/val
P0A8F0,train/val
P54904,train/val
O95602,train/val
Q86MC2,train/val
Q99075,train/val
P21781,train/val
P08620,train/val
P01579,train/val
P48061,train/val
P02776,train/val
P19875,train/val
P51671,train/val
P22004,train/val
P50148,train/val
P29992,train/val
Q3HR10,train/val
P26616,train/val
P30124,train/val
P0ACB2,train/val
C3LPU7,train/val
F4MUJ9,train/val
Q59643,train/val
Q9VTV9,train/val
P70619,train/val
P47791,train/val
P35520,train/val
Q9NQZ5,train/val
P15391,train/val
Q16552,train/val
Q9P8R0,train/val
Q4WNT5,train/val
G4WW85,train/val
Q9HUK1,train/val
Q9HUJ8,train/val
P62894,train/val
P99999,train/val
P29372,train/val
O15527,train/val
O95684,train/val
Q6PAM0,train/val
O43741,train/val
Q9QZH4,train/val
Q92915,train/val
O70309,train/val
P18084,train/val
Q0VGT2,train/val
O15085,train/val
Q12802,train/val
Q9UBB5,train/val
Q5HH78,train/val
P07305,train/val
Q13427,train/val
P49795,train/val
O15492,train/val
Q9UHF0,train/val
Q6NV75,train/val
Q6QNK2,train/val
Q6U736,train/val
Q7Z602,train/val
Q7Z7M1,train/val
Q86SM5,train/val
Q86SM8,train/val
Q9BZJ8,train/val
Q9H1Y3,train/val
P49602,train/val
P81072,train/val
P23109,train/val
Q9FG87,train/val
Q38860,train/val
Q5XEP9,train/val
Q9C6L5,train/val
O65677,train/val
Q9MAM3,train/val
P93836,train/val
O67625,train/val
Q37001,train/val
Q7YWJ9,train/val
Q95P20,train/val
P07140,train/val
P9WQ77,train/val
W8T2T2,train/val
P45568,train/val
Q9Y5P4,train/val
Q5TU56,train/val
Q13118,train/val
Q13351,train/val
P53669,train/val
P53667,train/val
O08790,train/val
Q9Y5K5,train/val
Q9UMW8,train/val
Q9UM47,train/val
Q04721,train/val
Q99466,train/val
Q9Z183,train/val
Q14694,train/val
Q9Y2A9,train/val
P30405,train/val
P70531,train/val
O00418,train/val
Q99619,train/val
O88838,train/val
P36506,train/val
P36507,train/val
Q63932,train/val
A0A6L8P2U9,train/val
O35820,train/val
O35084,train/val
P62258,train/val
P46937,train/val
P28347,train/val
Q2V0Q7,train/val
Q6IQ55,train/val
Q9GRG6,train/val
Q9BXM7,train/val
Q9TUP7,train/val
O43614,train/val
P58308,train/val
P56719,train/val
P32455,train/val
Q5HEN6,train/val
Q5HGF6,train/val
Q5HCI2,train/val
P0A0H5,train/val
Q91765,train/val
Q5F2K2,train/val
Q9NFX8,train/val
Q9HBW9,train/val
Q9NQ84,train/val
F1MN93,train/val
Q7YR26,train/val
P11387,train/val
Q04750,train/val
Q9WUL0,train/val
Q9UI95,train/val
P49902,train/val
P23874,train/val
Q53662,train/val
Q99598,train/val
A0A3L6L9G6,train/val
O14802,train/val
Q8R4D5,train/val
Q7Z2W7,train/val
Q8R455,train/val
Q1A7N1,train/val
P01127,train/val
Q00610,train/val
Q9TRC7,train/val
O15164,train/val
Q9BXF3,train/val
Q9UIF9,train/val
Q13342,train/val
Q5JRX3,train/val
P40189,train/val
P42702,train/val
P54287,train/val
P54284,train/val
Q9QXE2,train/val
P54358,train/val
Q08477,train/val
P22626,train/val
Q92995,train/val
O14793,train/val
O08689,train/val
Q8TE04,train/val
Q9BZ23,train/val
Q9H999,train/val
Q8IV63,train/val
Q8R4G1,train/val
Q8CIP3,train/val
Q13585,train/val
P0A6G7,train/val
Q15185,train/val
A0SYQ0,train/val
Q2TJZ7,train/val
Q95L14,train/val
P38433,train/val
Q9X9I8,train/val
P0A9J8,train/val
P09086,train/val
Q99PG0,train/val
P22760,train/val
Q80W57,train/val
Q7TMS5,train/val
Q9QZH8,train/val
P33274,train/val
O75845,train/val
Q9HCS2,train/val
Q95KY9,train/val
Q86UW2,train/val
Q96F10,train/val
Q7RTT9,train/val
Q9QUS1,train/val
O35627,train/val
Q9BQY4,train/val
Q9GZP4,train/val
P58397,train/val
Q9BXS9,train/val
Q9BYT8,train/val
Q9D2Y4,train/val
Q9H4Z3,train/val
Q9JK42,train/val
Q15119,train/val
Q64536,train/val
Q9LZX6,train/val
P10639,train/val
P08174,train/val
P09631,train/val
P0C870,train/val
P20848,train/val
P27631,train/val
P36776,train/val
P49842,train/val
P46935,train/val
P48346,train/val
P52479,train/val
Q3T9X0,train/val
Q9NQV6,train/val
O60729,train/val
O74198,train/val
Q9UH77,train/val
Q9Y295,train/val
P23497,train/val
Q15782,train/val
O60609,train/val
P35846,train/val
Q8K1Z6,train/val
Q9H2H9,train/val
O60488,train/val
O95573,train/val
P17302,train/val
P35374,train/val
P50052,train/val
P35351,train/val
P41216,train/val
P42771,train/val
P43118,train/val
P43117,train/val
Q12797,train/val
Q14498,train/val
Q3UN04,train/val
O14791,train/val
Q96P70,train/val
Q9Y6W5,train/val
Q96T37,train/val
Q9BZF9,train/val
Q99417,train/val
Q96JI7,train/val
Q9Y2B0,train/val
Q9H8H3,train/val
P61020,train/val
Q86YS7,train/val
Q86Y91,train/val
Q15427,train/val
Q6RT24,train/val
Q9HB58,train/val
P16144,train/val
Q9NXF8,train/val
Q96QU8,train/val
Q9BRX2,train/val
Q5XG87,train/val
Q61503,train/val
P21588,train/val
Q62296,train/val
Q15561,train/val
Q8NDF8,train/val
Q8VCN5,train/val
Q96I25,train/val
Q9BQT8,train/val
Q96S94,train/val
P63010,train/val
Q14690,train/val
Q96D96,train/val
P61221,train/val
Q969N2,train/val
Q9H9B4,train/val
Q96ER3,train/val
Q9BT09,train/val
Q9H1C4,train/val
B0I1T2,train/val
Q93074,train/val
Q96T58,train/val
O94776,train/val
Q13613,train/val
Q96EZ8,train/val
Q9Y4W2,train/val
Q8WVC0,train/val
Q9UFC0,train/val
Q12769,train/val
Q9UKU0,train/val
Q9UKV8,train/val
Q9UN76,train/val
Q4G0F5,train/val
Q9GZL7,train/val
Q5BJD5,train/val
O60506,train/val
O60566,train/val
P07363,train/val
P40937,train/val
P30101,train/val
O94919,train/val
Q16706,train/val
P28339,train/val
P28340,train/val
P02679,train/val
O00754,train/val
Q16825,train/val
Q9GJT2,train/val
P10768,train/val
Q9R0P3,train/val
P17597,train/val
Q9LM02,train/val
A1ZA98,train/val
P14780,train/val
P0C869,train/val
Q01558,train/val
Q02083,train/val
P24226,train/val
Q9EPB1,train/val
Q9ET22,train/val
Q16772,train/val
P08263,train/val
Q7RTV2,train/val
P09210,train/val
Q96G91,train/val
Q9JI35,train/val
P58406,train/val
Q9QYN8,train/val
Q9Y5N1,train/val
Q865E1,train/val
Q16558,train/val
Q9Y5X9,train/val
Q9Y616,train/val
Q9Y6E0,train/val
Q9Y6F1,train/val
Q9Y6M4,train/val
Q62763,train/val
Q9Y865,train/val
Q9Z0J5,train/val
Q9Z122,train/val
Q9Z0R9,train/val
P0A1P6,train/val
P0A9C5,train/val
P9WPP9,train/val
Q99683,train/val
O35099,train/val
D3ZZH6,train/val
Q14973,train/val
P06400,train/val
Q9UPR0,train/val
Q92542,train/val
Q96IY4,train/val
Q8WWL7,train/val
P78396,train/val
P55073,train/val
P30279,train/val
Q9NR21,train/val
Q43054,train/val
Q04468,train/val
Q9X721,train/val
Q96242,train/val
Q36792,train/val
P49264,train/val
Q9CAK8,train/val
P93841,train/val
P69834,train/val
Q9XFS9,train/val
Q99570,train/val
Q07785,train/val
P61075,train/val
P62343,train/val
P62344,train/val
P52633,train/val
P13504,train/val
Q43191,train/val
P35579,train/val
Q99757,train/val
P07583,train/val
P02701,train/val
Q8R0V5,train/val
Q9WUN2,train/val
Q9UHD2,train/val
Q9R1A7,train/val
O54915,train/val
Q57TT1,train/val
P06450,train/val
P11402,train/val
P00833,train/val
A1XG20,train/val
A1YYP7,train/val
A3EZJ4,train/val
A3EZJ9,train/val
A3QR02,train/val
A6QP37,train/val
Q8VIE4,train/val
Q9NP56,train/val
A9XFY4,train/val
Q7KT97,train/val
B3SST5,train/val
B4FS76,train/val
B8RG26,train/val
C1KUY1,train/val
C1KUY2,train/val
O88761,train/val
Q99460,train/val
Q8VBX6,train/val
Q04859,train/val
P97924,train/val
Q9QZM3,train/val
Q91ZU6,train/val
Q8CGZ2,train/val
Q5QD11,train/val
P02144,train/val
P48051,train/val
P48542,train/val
Q92806,train/val
Q8TAV3,train/val
O75376,train/val
Q93008,train/val
Q13107,train/val
Q38854,train/val
P21687,train/val
P25462,train/val
P80025,train/val
Q9BV47,train/val
P05100,train/val
Q6GG09,train/val
Q9NS61,train/val
Q9TU15,train/val
Q9XSB5,train/val
P12830,train/val
O35604,train/val
P9WP55,train/val
O14649,train/val
Q9NPC2,train/val
O95069,train/val
Q8HY88,train/val
Q920B6,train/val
Q13123,train/val
Q9R117,train/val
Q9AEG1,train/val
P31224,train/val
O95352,train/val
A0AVT1,train/val
A0A287BRW8,train/val
C1KUY3,train/val
C1N1S5,train/val
C5HJ74,train/val
P69560,train/val
P07753,train/val
P06402,train/val
Q9XQA6,train/val
C5IU80,train/val
C5IW59,train/val
C6L817,train/val
P24964,train/val
D1KEB8,train/val
O94953,train/val
P02666,train/val
Q9Y227,train/val
P31153,train/val
P18298,train/val
Q79EC5,train/val
O54050,train/val
O75976,train/val
P29972,train/val
P30084,train/val
P30558,train/val
P26824,train/val
P9WQG9,train/val
P30730,train/val
P16235,train/val
P31629,train/val
P31937,train/val
P31948,train/val
P34059,train/val
P35568,train/val
P35713,train/val
Q91X44,train/val
Q07071,train/val
Q6PFX9,train/val
O95271,train/val
Q2TA32,train/val
Q61024,train/val
P49088,train/val
P08243,train/val
A6I0Z0,train/val
O54908,train/val
D3ZYL0,train/val
P08001,train/val
P16453,train/val
P00380,train/val
P10950,train/val
Q5D7U5,train/val
P00493,train/val
P00492,train/val
P53612,train/val
P53611,train/val
Q08603,train/val
Q99518,train/val
P31512,train/val
O60774,train/val
P49326,train/val
P54288,train/val
Q08289,train/val
P20749,train/val
P21183,train/val
P21246,train/val
P21580,train/val
P36639,train/val
P21845,train/val
P21961,train/val
P22059,train/val
P22366,train/val
P23560,train/val
P23769,train/val
P25445,train/val
P28075,train/val
P28074,train/val
O55234,train/val
H9TB17,train/val
O00144,train/val
O00391,train/val
O00429,train/val
Q8K1M6,train/val
Q96A54,train/val
Q86V24,train/val
Q4VCS5,train/val
Q9Y294,train/val
P78380,train/val
Q5RJP0,train/val
P16118,train/val
O60825,train/val
Q2WGM0,train/val
P29371,train/val
O61059,train/val
Q13467,train/val
O75084,train/val
P04201,train/val
Q9Y4K3,train/val
Q96T53,train/val
Q99988,train/val
Q8N122,train/val
O00411,train/val
Q05117,train/val
P24095,train/val
O94992,train/val
O08605,train/val
O09061,train/val
P20618,train/val
O09131,train/val
O14646,train/val
O14717,train/val
O14745,train/val
O14815,train/val
O14894,train/val
Q01740,train/val
Q6N069,train/val
Q9UBR1,train/val
P16154,train/val
P18177,train/val
Q11201,train/val
P15907,train/val
A6BMM6,train/val
P08546,train/val
P11344,train/val
P11797,train/val
P12314,train/val
P12746,train/val
Q8N4C8,train/val
Q8N568,train/val
Q8NCG7,train/val
Q60490,train/val
P08373,train/val
Q17328,train/val
P28332,train/val
P23795,train/val
P22303,train/val
O95749,train/val
Q15842,train/val
Q63664,train/val
P18598,train/val
O15120,train/val
Q61606,train/val
P30082,train/val
P50578,train/val
P14550,train/val
P51635,train/val
Q02790,train/val
P13569,train/val
P96618,train/val
P28652,train/val
P08413,train/val
P28715,train/val
Q6MG60,train/val
P11444,train/val
Q9GU59,train/val
P63096,train/val
P08754,train/val
P10611,train/val
Q13554,train/val
P22007,train/val
P30989,train/val
Q05030,train/val
P05622,train/val
P20781,train/val
P48167,train/val
P46002,train/val
Q62035,train/val
P17936,train/val
P0A9A6,train/val
P13807,train/val
A2RRU1,train/val
P12081,train/val
P42357,train/val
Q9SEH8,train/val
Q5DUH8,train/val
O08557,train/val
P56965,train/val
O94760,train/val
Q9CWS0,train/val
P98170,train/val
P15108,train/val
P02829,train/val
Q9QXX3,train/val
Q9QUL3,train/val
Q9H2G2,train/val
P22141,train/val
Q9UBT6,train/val
Q04206,train/val
O54890,train/val
Q8R2H2,train/val
Q9TUN3,train/val
P05106,train/val
Q9WVF6,train/val
P54819,train/val
P29410,train/val
P48052,train/val
P07195,train/val
Q5E9B1,train/val
P00336,train/val
P42123,train/val
P13490,train/val
P16125,train/val
Q13126,train/val
Q9CQ65,train/val
Q93086,train/val
Q9UKR0,train/val
P23097,train/val
P33435,train/val
P15384,train/val
P22001,train/val
P16390,train/val
P79074,train/val
Q44238,train/val
O08889,train/val
P9WN95,train/val
P06278,train/val
P05653,train/val
P00634,train/val
P11715,train/val
P10746,train/val
P04904,train/val
O54912,train/val
Q9ES08,train/val
P00582,train/val
P00780,train/val
P08183,train/val
P08238,train/val
P30947,train/val
P53323,train/val
P09790,train/val
P39688,train/val
P06241,train/val
Q99714,train/val
Q9UBR2,train/val
Q92630,train/val
P63092,train/val
Q5JWF2,train/val
Q9Z0Y2,train/val
Q01094,train/val
P48546,train/val
P15291,train/val
P32584,train/val
Q8MTZ4,train/val
P23919,train/val
P51685,train/val
Q00536,train/val
Q13043,train/val
P0A0J7,train/val
P0C1U8,train/val
P0C264,train/val
P0C6X7,train/val
P36896,train/val
P37023,train/val
P38024,train/val
P38532,train/val
Q06418,train/val
Q06830,train/val
Q07002,train/val
Q09013,train/val
Q0H0G8,train/val
P15385,train/val
P22459,train/val
Q61423,train/val
P16056,train/val
P16152,train/val
O00459,train/val
P24053,train/val
Q00526,train/val
P51993,train/val
P41968,train/val
Q9NS85,train/val
Q9HBH1,train/val
P36633,train/val
P35353,train/val
P34998,train/val
P35347,train/val
O02853,train/val
P25102,train/val
P97292,train/val
P35364,train/val
P30966,train/val
P03120,train/val
Q6V1X1,train/val
P70032,train/val
Q9NY33,train/val
O55096,train/val
Q07973,train/val
Q9NSY1,train/val
Q9P1W9,train/val
Q9P286,train/val
Q9UEE5,train/val
P31390,train/val
P70174,train/val
Q9BWM7,train/val
Q9UD71,train/val
O54689,train/val
P19484,train/val
O75955,train/val
Q8WWW0,train/val
P48047,train/val
P42765,train/val
O75347,train/val
P56715,train/val
O15371,train/val
Q96EY8,train/val
O95400,train/val
O95758,train/val
Q01780,train/val
Q8WZ60,train/val
O43813,train/val
O43399,train/val
Q15006,train/val
Q5T6F2,train/val
Q9H3P7,train/val
Q9UKY7,train/val
Q15003,train/val
Q15075,train/val
Q9UHD9,train/val
Q9NS69,train/val
Q9UHI6,train/val
P61106,train/val
Q9Y676,train/val
O14828,train/val
Q5TF21,train/val
P09327,train/val
P85037,train/val
Q9Y5J7,train/val
P98194,train/val
P20674,train/val
P48681,train/val
Q9Y3D6,train/val
O15127,train/val
Q8C3P7,train/val
Q86U44,train/val
Q05685,train/val
Q8NEY8,train/val
Q14847,train/val
Q9Y6Y8,train/val
Q5JRA6,train/val
Q6PJG2,train/val
Q96A23,train/val
Q15293,train/val
P50395,train/val
P30740,train/val
Q8N138,train/val
Q13303,train/val
Q07157,train/val
Q96LC7,train/val
Q05318,train/val
A6NNY8,train/val
O14862,train/val
O60931,train/val
O70305,train/val
